appId,title,score,genre,price,free,description,developer,installs,keyword,country,uncleaned_LLM_features,features_processed,consolidated_features,AI_maturity
com.healthpartners.android.myhp,HealthPartners,2.87,Health & Fitness,0,TRUE,"Manage your health care or health insurance from anywhere, at any time, with the HealthPartners app, formerly myHP. From finding a doctor to checking deductibles, it’s all in the palm of your hands. 

• With the HealthPartners app, you can take your care or plan on the go: 
• Find doctors, clinics and hospitals nearby 
• View wait times at nearby urgent care clinics 
• Always have your member ID card in your pocket  
• See what’s covered by your plan and get cost estimates 
• Check your benefits and claims 
• Quickly refill prescriptions via mail or compare pharmacy prices 
• Review test results and health records 
• Check your deductible; spending; and FSA, HRA or HSA balances 
• Pay a clinic bill 
• Talk with HealthPartners experts no matter where you are 
• Build better habits with Living Well from fitness goals and to help make changes in your mental health and diet. 

Simply sign in with your HealthPartners online account username and password. If you’re a patient or member and don’t have an account yet, create one at healthpartners.com/signupnow. 

At HealthPartners, we’re committed to helping you live a healthier life with health care and insurance options that are simple and affordable, whether you have our insurance, see our doctors or both. 

We're the largest consumer governed nonprofit health care organization in the nation serving more than 1.8 million medical and dental health plan members - primarily in Minnesota, Wisconsin, Illinois, and Iowa. Our care system includes a multi-specialty group practice of more than 1,800 physicians that serves more than 1.2 million patients.",HealthPartners Inc.,"100,000+",Health management,us,"['find nearby doctors', 'view wait times', 'access member id card', 'check plan coverage', 'check benefits and claims', 'refill prescriptions', 'view test results', 'check deductible', 'pay clinic bills', 'talk to healthpartners experts', 'build healthy habits', 'sign in with online account']","['find nearby doctor', 'view wait time', 'access member id card', 'check plan coverage', 'check benefit claim', 'refill prescription', 'view test result', 'check deductible', 'pay clinic bill', 'talk healthpartners expert', 'build healthy habit', 'sign online account']","['check deductible', 'request prescription refill', 'view test result', 'access member id card', 'talk healthpartners expert', 'view coverage plan', 'check benefit claim', 'find nearby doctor', 'pay clinic bill', 'build healthy habit', 'sign online account', 'view wait time']",2
com.anthem.sydney,Sydney Health,4.698271,Medical,0,TRUE,"Use the Sydney<sub>SM</sub> Health app to find care, share your digital ID card, and check your claims. You can understand your benefits, improve your health, and save money. Easily manage your benefits at your fingertips whenever you need them with your personalized health and wellness information all in one place. 

• Digital ID card – Your digital ID works like a paper ID, enabling you to always have access to your current ID and easily share it with your care team in person or by email. 
• Chat – Use our 24/7 chat to find what you are looking for, or find more in-depth answers by chatting with a Member Services representative. 
• Plan details – Understand your share of the costs, including your deductible and copay. Find out what’s covered and check your claims. 
• Find care – Search for care when and where you need it. Locate doctors, labs, hospitals, and other healthcare professionals in your plan’s network. See your estimated costs before you receive care. 
• View claims – Easily track your claims including the status and your costs. 
• Virtual care – Routine care, prescription refills, and urgent care right from your app, whenever it works for you. 
• Refill your prescriptions – You can set up automatic refills and reminders for your medications. 

Download Sydney Health to your device today.

In addition to using a telehealth service, you can receive in-person or virtual care from your own doctor or another healthcare professional in your plan’s network. If you receive care from a doctor or healthcare professional not in your plan’s network, your share of the costs may be higher. You may also receive a bill for any charges not covered by your health plan. Sydney Health is not a medical device and is not intended to diagnose, treat, or cure any medical condition. Sydney Health is Sydney Health is offered through an arrangement with Carelon Digital Platforms, Inc., a separate company offering mobile application services on behalf of your health plan. Other virtual care services are offered through an arrangement with LiveHealth Online. Sydney Health is a service mark of Carelon Digital Platforms, Inc., © 2025. Sydney Health options are based on each member’s plan, so some features may not be available to all members.","Elevance Health, Inc.","1,000,000+",Health management,us,"['digital id card', '24/7 chat', 'plan details', 'find care', 'view claims', 'virtual care', 'refill prescriptions', 'automatic refills', 'reminders', 'search for care', 'estimated costs', 'track claims', 'routine care', 'prescription refills', 'urgent care']","['digital id card', '247 chat', 'plan detail', 'find care', 'view claim', 'virtual care', 'refill prescription', 'automatic refill', 'reminder', 'search care', 'estimated cost', 'track claim', 'routine care', 'prescription refill', 'urgent care']","['estimated cost', 'automatic refill', 'reminder setting', 'virtual care', 'request prescription refill', 'search help', 'plan detail', 'urgent care various condition', 'digital id card', 'find care', 'routine care', 'track claim', 'manage claim', '247 access']",1
com.lcs.mmp.lite,Manage My Pain,4.575221,Medical,0,TRUE,"Don't let chronic pain stop you from living your life and doing the things you love. Manage My Pain has helped over 100,000 re-take control over their conditions like back pain, neck pain, fibromyalgia, headaches, and arthritis.

Created in partnership with global experts in pain management, Manage My Pain has been clinically-validated to improve outcomes in peer-reviewed research studies.

Manage My Pain will help you:
• Track your pain & activity: Reflect on your day in less than 60 seconds to see patterns and trends
• Analyze your pain: Graphs and charts make it easy to figure out what makes your pain better or worse
• Share your pain: Our reports, created by doctors for doctors, will help you tell your story
• Learn from pain experts: Explore content about how pain works and strategies to manage it (for subscribers only)

Your data is safe with us! We take privacy and security seriously and never sell or disclose your Personal Health Information without explicit consent.

Our app is free to use with absolutely no ads. Insights in the app and in the reports that are generated by our app are limited to 30 days and can be unlocked with an in-app purchase or through credits. A monthly subscription is also available to gain access to our Pain Guide - a set of educational content developed by pain experts that can teach you about pain and coping strategies to manage it.

Use this pain management app to replace your hand-written: 
• pain diary 
• pain journal 
• pain log 
• pain tracker","ManagingLife, Inc.","100,000+",Health management,us,"['track pain and activity', 'analyze pain patterns', 'share pain reports', 'learn from pain experts', 'view pain insights', 'unlock premium content', 'manage pain diary', 'pain log tracking']","['track pain activity', 'analyze pain pattern', 'share pain report', 'learn pain expert', 'view pain insight', 'unlock premium content', 'manage pain diary', 'pain log tracking']","['share pain report', 'track pain activity', 'pain log tracking', 'unlock premium content', 'analyze pain pattern', 'manage pain diary', 'learn pain expert']",2
com.extrawest.healthcare_flutter_app,Personal Health Monitor,4.025,Health & Fitness,0,TRUE,"This app is a journal of your health. This helps manually log your blood pressure and weight measurement(body fat, body mass, bone mass, and skeletal weight), reading and show it on the graph, which helps to find trends in your blood pressure and weight readings by presenting them in intuitive visualization. The application also allows you to monitor your BMI index. Monitor your blood pressure and weight, manage your BMI index, record significant events for your health, and stay healthy with the Health Monitor app.

Note that this app DOES NOT measure blood pressure and weight. Please use an FDA-approved blood pressure monitor (i.e., BP monitor) to measure BP reliably.

Disclaimer: Personal Health Monitor is NOT a substitute for a doctor or professional healthcare for advice. Any health-related information provided is for informational purposes only and should not be used to replace the advice of healthcare professionals. You need to consult with a doctor before making any medical decisions.",Extrawest,"100,000+",Health management,us,"['log blood pressure', 'log weight measurement', 'track body fat', 'track body mass', 'track bone mass', 'track skeletal weight', 'view graph', 'find trends', 'monitor bmi', 'record health events', 'stay healthy']","['log blood pressure', 'log weight measurement', 'track body fat', 'track body mass', 'track bone mass', 'track skeletal weight', 'view graph', 'find trend', 'monitor bmi', 'record health event', 'stay healthy']","['monitor bmi', 'track body mass', 'view graph', 'track bone mass', 'record health event', 'track body fat', 'track skeletal weight', 'log weight measurement', 'find trend', 'log blood pressure', 'stay healthy']",1
com.prevailhs.iprevail2,iPrevail: Online Peer Support,0,Health & Fitness,0,TRUE,"Empower yourself with iPrevail, your dedicated mental health and wellness program.

Take charge of your mental health journey with highly trained guidance and personalized support—all at your fingertips. iPrevail provides a secure platform for sharing and connecting with others who empathize with your experiences. iPrevail is available in English, Spanish, and Chinese 24/7 - 365. Whether you're navigating stress, anxiety, depression, or any challenge, iPrevail is here to connect you with understanding peers and invaluable tools. Designed for individuals seeking accessible and effective mental health support, iPrevail is ideal for anyone looking to enhance their emotional well-being. 

Ways To Use iPrevail: 

· Connect with Highly Trained Coaches: Chat privately with like-minded individuals and receive personalized mental health support tailored to your needs and goals. 
· Interactive Programs: Engage in evidence-based interactive sessions and topic-specific programs. 
· Tools: Monitor and understand your emotional patterns with tracking tools. 
· Community Group Support: Connect with a supportive community for encouragement and shared experiences. Explore specific topics like anxiety support or addiction recovery. 
· Progress Insights: Track your progress and celebrate achievements on your path to mental well-being. 
· Explore Resources: Find articles, videos, and more to enhance your well-being. 

Why Choose iPrevail? 

· Anonymity: Feel comfortable sharing honestly with our anonymous platform. 
· Accessibility: Available 24/7 from any internet-connected device. 
· Global Connection: Connect with a diverse community worldwide. 
· Mutual Support: Offer and receive support to promote better mental health. 

We believe that everyone deserves to have access to support, and we are committed to creating a safe and inclusive community for people who are struggling. In addition to the features mentioned above, iPrevail also offers several other benefits, including: 

· A user-friendly interface that is easy to navigate. 
· A safe and secure environment with strict privacy policies. 
· A team of dedicated moderators who are available to help 24/7. 

Join us on iPrevail and discover how connection and support can transform mental health. Together, let's make peer support accessible to everyone.  

Connect With Us: 

We’re always happy to connect with users and receive feedback. For support and inquiries, email us: help@prevailhealth.com Check out our website: iprevail.com 

Follow us on Instagram: @iprevail_health 

Follow us on Twitter: @iPrevailHealth",Prevail Health,10+,Peer support health,us,"['connect with highly trained coaches', 'interactive programs', 'tracking tools', 'community group support', 'progress insights', 'explore resources', 'anonymous platform', 'accessible 24/7', 'global connection', 'mutual support', 'user-friendly interface', 'safe and secure environment', 'dedicated moderators']","['connect highly trained coach', 'interactive program', 'tracking tool', 'community group support', 'progress insight', 'explore resource', 'anonymous platform', 'accessible 247', 'global connection', 'mutual support', 'userfriendly interface', 'safe secure environment', 'dedicated moderator']","['supportive community', 'progress insight', 'interactive program', 'safe secure environment', 'dedicated moderator', '247 access', 'tracking tool', 'explore resource', 'community group support', 'anonymous platform', 'connect highly trained coach', 'userfriendly interface', 'global connection']",1
com.betterhelp,BetterHelp - Therapy,4.6296644,Health & Fitness,0,TRUE,"BetterHelp is the convenient way to get professional help from a licensed therapist. With over 20,000 trained, experienced, and accredited therapists covering a wide range of areas – from depression and anxiety to family and couples therapy – it’s never been easier to receive personal, professional help when you need it.
 
-------------------------------------------
<b>BETTERHELP – FEATURES</b>
-------------------------------------------
• Over 20,000 licensed, accredited, and highly experienced therapists
• Match with an available therapist who best fits your needs
• Unlimited private one on one communication with your therapist
• Schedule live sessions with your therapist or use the secure messenger
• Gain access to constructive, educational group webinars
 
<b>PROFESSIONAL HELP, PERSONALIZED FOR YOU</b>
Facing obstacles alone can be daunting – receiving support and guidance from a professional therapist has been shown to make huge, positive changes to help you overcome personal challenges. When you sign up we’ll match you to an available therapist who fits your objectives, preferences and the type of issues you’re dealing with. Different therapists have different approaches and areas of expertise so we’ll work with you to find the right person who can achieve the best results for you.
 
<b>LICENSED AND TRAINED THERAPISTS</b>
There are over 20,000 therapists on BetterHelp, each with at least 3 years and 1,000 hours of hands-on experience. They are licensed, trained, experienced, and accredited psychologists (Ph.D./PsyD), marriage and family therapists (MFT), clinical social workers (LCSW), licensed professional therapists (LPC), or similar credentials.
 
All of our therapists have a Master’s Degree or a Doctorate Degree in their respective fields. They have been qualified and certified by their state professional board and have completed the necessary education, exams, training, and practice.
 
<b>HOW DOES IT WORK?</b>
After filling out our questionnaire, you will be matched with a licensed therapist based on your needs and preferences. You and your therapist will get your own secure and private “therapy room” where you can message your therapist at any time, from any internet-connected device, wherever you are. You can also schedule a weekly session to speak live with your therapist over video or phone.
 
You can write or talk about yourself, the things going on in your life, ask questions, and discuss the challenges you’re facing and your therapist will provide feedback, insights, and guidance. This ongoing one-on-one dialogue is the foundation of your work with your therapist.
 
Together you’ll work towards making a positive change in your life, accomplishing your goals, and overcoming your problems.
 
<b>HOW MUCH DOES IT COST?</b>
The cost of therapy through BetterHelp ranges from $60 to $90 per week (billed every 4 weeks) but may be higher based on your location, preferences, and therapist availability. Unlike traditional in-office therapy which can cost over $150 for a single session, your BetterHelp membership includes unlimited text, video, audio messaging as well as weekly live sessions. The subscription is billed and renewed every 4 weeks and includes both the use of the secured site and the therapy service itself. You can cancel your membership at any time for any reason.",BetterHelp - Therapy Made Easy,"1,000,000+",Peer support health,us,"['match with a therapist', 'private one-on-one communication', 'schedule live sessions', 'secure messaging', 'access to group webinars', 'professional help', 'personalized matching', 'licensed and trained therapists', 'secure and private therapy room', 'unlimited text and video messaging', 'weekly live sessions', 'cancel membership at any time']","['match therapist', 'private oneonone communication', 'schedule live session', 'secure messaging', 'access group webinars', 'professional help', 'personalized matching', 'licensed trained therapist', 'secure private therapy room', 'unlimited text video messaging', 'weekly live session', 'cancel membership time']","['private oneonone communication', 'personalized insight', 'licensed trained therapist', 'professional help', 'unlimited text video messaging', 'match therapist', 'cancel membership time', 'secure private therapy room', 'weekly live session', 'send secure message', 'schedule live session', 'access group webinars']",2
com.cmh.achessapp,Connections: Recovery Support,4.18,Health & Fitness,0,TRUE,"The Connections app offers 24/7 confidential recovery support to help individuals achieve their treatment, health, and quality of life goals. The app features peer-moderated discussion forums, virtual support meetings, and a variety of resources for building coping skills. The Connections app password is available through your provider, health plan, or health agency. ​ 
​ 
Connections provides engagement, ongoing encouragement, and support ​throughout a recovery journey. The app is used in a variety of settings including residential and in-patient programs, outpatient care and medication treatment programs, and in aftercare. 

The app is available in English and Spanish. For the Spanish version, see Conexiones. ​ 

- Connections is anonymous, safe, and HIPAA compliant.​ 
- With Connections, you can: ​ 
- Track recovery goals and stay motivated.​ 
- Connect, encourage and interact with peers in recovery. ​ 
- Share achievements.​ 
- Conduct daily check-ins, report and build confidence. ​ 
- Explore a robust library of coping and recovery support tools. ​ 
- Earn rewards for app usage (available with select program sponsors). ​ 
- Complete digital CBT modules (available with select program sponsors)",CHESS Health,"10,000+",Peer support health,us,"['track recovery goals', 'connect with peers', 'share achievements', 'conduct daily check-ins', 'explore recovery tools', 'earn rewards', 'complete digital cbt modules', 'password protected', 'anonymous and safe', 'hipaa compliant']","['track recovery goal', 'connect peer', 'share achievement', 'conduct daily checkins', 'explore recovery tool', 'earn reward', 'complete digital cbt module', 'password protected', 'anonymous safe', 'hipaa compliant']","['anonymous platform', 'password protected', 'share achievement', 'connect account', 'explore recovery tool', 'hipaa compliant', 'conduct daily checkins', 'earn reward', 'track recovery goal', 'complete digital cbt module']",2
com.sevenchairs,Circles: Mental Health Support,4.1,Health & Fitness,0,TRUE,"Circles is a safe space for those navigating narcissistic relationships, seeking mental health support, and looking for stress relief. Whether you are dealing with a narcissistic
partner, overcoming depression, or managing anxiety, Circles provides a place to connect with a community that understands.
Join live, anonymous audio-only support groups 🎧 led by professionals and peers. Circles offers expert counseling, therapy, and emotional healing for those struggling with a
narcissistic partner, toxic relationships, or everyday stress and anxiety. Whether you need anger management, self-care, or strategies for better mental health, Circles is here to
Help.
Circles is designed for anyone recovering from emotional abuse, whether from a partner, family member, or friend. Support is available anytime, offering a structured path to
healing through therapy, self-care, and guided mental health sessions.

❤️ WHY PEOPLE LOVE CIRCLES
⭐⭐⭐⭐⭐ ""Amazing support for mental health that gives ACTUAL skills and coping techniques. You can jump on and find a group session at nearly any time.""
⭐⭐⭐⭐⭐ ""Unbelievably positive experience. The counselors and facilitators are professional. The people on the app are so supportive.""
⭐⭐⭐⭐⭐ ""I am so grateful I found this app. It's by far the best support group app and offers more than I expected. Highly recommend.""

🤝 WHO IS IT FOR?
- Anyone dealing with a narcissistic partner or healing from a toxic relationship.
- People seeking a support group for mental health, stress relief, and emotional well-being.
- Those who feel isolated and need a community to connect with others who understand.
- Anyone looking for counseling, therapy, or expert-led sessions to manage stress and anxiety.
- People who prefer a flexible, anonymous space for self-care and emotional healing.

🔑 KEY FEATURES
- Live Group Support – Join expert-led support groups for real-time mental health guidance.
- Anonymity and Privacy – Speak freely in a judgment-free, anonymous audio setting.
- Peer Connection – Connect with a community that understands narcissistic behavior.
- Guided Healing – Learn tools for self-care, anger management, and stress relief.
- Flexible Access – Join live therapy sessions at your own pace.

🚀 HOW IT WORKS
- Sign Up – Choose your challenge, whether it's a narcissistic partner, stress - and anxiety, or relationship struggles.
- Explore Plans – Get tailored mental health and self-care recommendations.
- Join Live Groups – Connect with others, stay anonymous, and access support groups for healing.
- Follow Guides – Stay updated on expert-led therapy and counseling sessions.
- Find Support – Engage in a community that provides emotional relief for those dealing with stress and anxiety.

😊 MOOD & WELL-BEING
Circles helps improve your mood by providing a support group where you can share, heal, and learn from others who understand. Whether you're struggling with depression,
feeling overwhelmed, or trying to balance emotions, the right therapy and self-care tools are always available.

🌿 UNWINDING ANXIETY
For those struggling with unwinding anxiety, Circles offers a place to ease your mind. Join live stress relief sessions, engage in support groups, and find ways to better manage
emotional challenges. A healthier mood starts with the right mental health support.

⚡ NAVIGATING A NARCISSIST
Understanding and dealing with a narcissist can feel isolating. Circles provides expert-led therapy and peer support groups to help you manage a narcissistic partner or family
member. Learn coping strategies, build resilience, and take control of your healing journey.",Circles Workshops Ltd.,"10,000+",Peer support health,us,"['live group support', 'anonymous audio-only support groups', 'expert counseling', 'therapy sessions', 'emotional healing', 'structured path to healing', 'self-care', 'guided mental health sessions', 'anger management', 'stress relief', 'flexible access', 'peer connection', 'community support', 'narcissistic partner support', 'toxic relationship support', 'mental health support', 'anxiety management', 'depression support', 'unwinding anxiety', 'navigating a narcissist']","['live group support', 'anonymous audioonly support group', 'expert counseling', 'therapy session', 'emotional healing', 'structured path healing', 'selfcare', 'guided mental health session', 'anger management', 'stress relief', 'flexible access', 'peer connection', 'community support', 'narcissistic partner support', 'toxic relationship support', 'mental health support', 'anxiety management', 'depression support', 'unwinding anxiety', 'navigating narcissist']","['navigating narcissist', 'flexible access', 'mental health', 'depression support', 'guided mental health session', 'structured path healing', 'peer connection', 'narcissistic partner support', 'anxiety management', 'therapy coaching', 'anger management', 'community group support', 'live group support', 'stress relief', 'unwinding anxiety', 'expert counseling', 'anonymous audioonly support group', 'selfcare accountability', 'toxic relationship support', 'emotional healing']",2
com.soberpeer,Sober Peer,4.25,Health & Fitness,0,TRUE,"Sober Peer is an AI-powered mobile health platform for assessing and treating substance use recovery practices.

Our platform expands early intervention, treatment, and recovery support services and improves delivery systems and quality of treatment in support of community-based, integrated treatment plans.

By utilizing AI to deliver efficient, evidence-based care, the system:
- Measures and scores the recovery process,
- Predicts patient outcomes,
- Prescribes one-to-one protocols,
- Suggests therapeutic activities for patients, and
- Delivers next-best-action decision support to providers.

The patient app offers a mobile, on-demand connection with their provider and provides real-time accountability with required engagements and geo-fencing. It also fosters peer, family and friend support and engagement.",SoberPeer LLC,"1,000+",Peer support health,us,"['measures recovery process', 'predicts patient outcomes', 'prescribes one-to-one protocols', 'suggests therapeutic activities', 'delivers decision support', 'mobile connection with provider', 'real-time accountability', 'geo-fencing', 'peer support', 'family support', 'friend support']","['measure recovery process', 'predicts patient outcome', 'prescribes onetoone protocol', 'suggests therapeutic activity', 'delivers decision support', 'mobile connection provider', 'realtime accountability', 'geofencing', 'peer support', 'family support', 'friend support']","['measure recovery process', 'geofencing', 'family support', 'delivers decision support', 'friend support', 'peer connection', 'predicts patient outcome', 'mobile connection provider', 'suggests therapeutic activity', 'realtime accountability', 'prescribes onetoone protocol']",4
com.sccm.thumbsup,Patient Communicator,4.571429,Medical,0,TRUE,"The Patient Communicator by the Society of Critical Care Medicine is designed to improve communication among patients, families, and caregivers. With translations in 18 languages; a diary feature; options to easily communicate about pain, moods, and needs; a glossary of terms and other education materials for patients and families; the Patient Communicator app can help ease the stress of a hospital stay.

Features include:
- A diary function that allows patients to track their daily progress during and after a hospital stay
- Translation capabilities that allow for two-way communication in 18 languages on a variety of topics, such as pain, basic needs, feelings, and moods
- A scale that allows patients to identify where on the body they feel sensations of pain, itching, and nausea and express the intensity of these sensations
- More than 30 translatable phrases that allow patients to express various needs related to their care and well-being
- A glossary of terms to help educate patients and families about the intensive care unit
- A free download of the booklet Understanding Your ICU Stay: Information for Patients and Families

Available translation languages:
- English
- Español (Spanish)
- Mandarin (普通话 )
- Dutch (Nederlands)
- Hindi
- French (Français)
- Italiano
- Portuguese (Portuges)
- Russian
- Swedish (Svenska)
- Czech (Čeština)
- Polnisch (Polski/Polish)
- Turkish
- Ukrainian (українська)
- Lithuanian (Lietuvių)
- Arabic
- German (Deutsch)
- Japanese

Contact ​support@sccm.org for more information.",Fountainhead Mobile Solutions,"5,000+",Patient support network,us,"['track daily progress', 'translate communication', 'report pain and sensations', 'express needs', 'access glossary', 'download educational booklet']","['track daily progress', 'translate communication', 'report pain sensation', 'express need', 'access glossary', 'download educational booklet']","['download educational booklet', 'translate communication', 'analyze pain pattern', 'express need', 'daily activity assignment', 'access glossary']",1
com.ezaccessapp.ccpdocs,CCP Patient Portal,0,Health & Fitness,0,TRUE,"The Cardiology Consultants of Philadelphia, (CCP Patient Portal), app connects you, the patient, with your healthcare provider and helps you conveniently manage cardiovascular care for you and your family members.

With the CCP Patient Portal app, you can: 
• Connect with your cardiovascular provider
• View your cardiovascular Profile
• Receive alerts
• View and schedule appointments
• Request refills
• Communicate with office staff for billing and general inquiries
• Share data securely and in real time with cardiovascular provider
• Take care of your loved ones
• Integrate with Apple HealthKit to retrieve daily exercise logs, sleep patterns and health data

To use the CCP Patient Portal App, you will need an invitation or login from your provider. Please contact our office directly for assistance with login or require support for the app.

Please note if you have already enrolled in CCP’s previous Patient Portal, you will be able to log in to this portal app with your existing credentials.

Please seek a doctor’s advice in addition to using this app and before making any medical decisions.",Medical Office Technologies,"1,000+",Patient support network,us,"['connect with healthcare provider', 'view patient profile', 'receive alerts', 'schedule appointments', 'request medication refills', 'communicate with office staff', 'share medical data', 'integrate with apple healthkit', 'manage family members']","['connect healthcare provider', 'view patient profile', 'receive alert', 'schedule appointment', 'request medication refill', 'communicate office staff', 'share medical data', 'integrate apple healthkit', 'manage family member']","['access patient information', 'request prescription refill', 'schedule upcoming appointment', 'access medical record', 'communicate office staff', 'connect medical provider', 'receive notification', 'manage family member', 'sync apple health']",2
com.outcomes4me,Outcomes4Me Cancer Care,3.82,Health & Fitness,0,TRUE,"Outcomes4Me Cancer Care App

Download Outcomes4Me today and join our community of members helping us on our mission to empower patients with understandable, relevant, and evidence-based information surrounding their cancer diagnosis. Take control over your cancer with this all-in-one app.

Outcomes4Me featured tools & resources:
• Personalized treatment path – get a snapshot of recommended treatment options, drug information, and procedure alternatives based on your medical records history.
• Curated cancer news and content – personalized news and content surrounding your cancer diagnosis, insurance, policies, and much more.
• Clinical trial matching – get matched with clinical trials that are relevant to you and around your desired location.
• Symptom management & tracking – monitor how your medication and therapies are making you feel and track your progress towards improved health.
• Consolidated medical records – we will track down and consolidate all your medical records into one report that is easy to read and understand.
•Digital second opinions – ask our team of experienced oncology nurse practitioners a question based on how you’re feeling and receive support on how to better manage your care.
• Validated external resources – our resources section provides you with additional vetted information on genomics, specialized cases, and guidance from The American Society of Breast Cancer, the National Comprehensive Cancer Network® (NCCN®), the CDC, ASCO, WHO, Wolters Kluwer, and more.

How does Outcomes4Me work?
Outcomes4Me is a direct-to-patient, AI-driven patient empowerment platform that integrates with the NCCN Clinical Practice Guidelines in Oncology (NCCN Guidelines®) and makes them patient-facing, providing the clinical, evidence-based knowledge you need to take a more active role in navigating your cancer treatment. We gather treatment recommendations typically meant for oncologists and use Artificial Intelligence to translate that information so you can understand it, putting you in control. With this knowledge, you can feel empowered to make the best medical decisions with your care team.

Why Outcomes4Me?:
• Outcomes4Me is the only app fully integrated with the NCCN Guidelines®, from the not-for-profit alliance of 32 leading cancer centers, that provides you with personalized treatment options based on your specific diagnosis.
• 7 days of symptom tracking is all it takes before you start to see trends and results that can make you feel better.
• No additional appointments, and no added bills. This app is 100% free for patients and always will be.
• Our collaborative team of oncology nurse practitioners, clinical abstractors, and clinical trial managers are always focused on helping you gain access to information, care, and clinical trials. With decades of experience in oncology health care and life sciences settings among them, they’ll always be here when you need advice.

Outcomes4Me is a digital patient empowerment platform with the clinical, evidence-based knowledge you’ll need to best navigate your medical choices and take a more active role in treating your cancer. Outcomes4Me currently supports breast cancer, non-small cell lung cancer, and prostate cancer patients.

Music: www.bensound.com",Outcomes4Me Inc.,"500,000+",Patient support network,us,"['personalized treatment path', 'curated cancer news', 'clinical trial matching', 'symptom management and tracking', 'consolidated medical records', 'digital second opinions', 'validated external resources', 'patient empowerment platform', 'nccn guidelines integration', 'symptom tracking', 'free app', 'collaborative team support']","['personalized treatment path', 'curated cancer news', 'clinical trial matching', 'symptom management tracking', 'consolidated medical record', 'digital second opinion', 'validated external resource', 'patient empowerment platform', 'nccn guideline integration', 'symptom tracking', 'free app', 'collaborative team support']","['free proprietary device', 'curated cancer news', 'validated external resource', 'collaborative team support', 'digital second opinion', 'consolidated medical record', 'symptom tracking', 'nccn guideline integration', 'personalized care plan', 'clinical trial matching', 'patient engagement platform']",4
health.drumbeat.prod,Anonymous Health,4.6,Health & Fitness,0,TRUE,"Do you want to overcome an unwanted habit?

Many programs can help you for a short period of time… but what if you want long-term change?

Anonymous Health is different.

Anonymous Health uses a whole person approach including computer-assisted therapy–which studies show is twice as effective than therapy alone.

Using a powerful combination of psychology, technology, and one-on-one sessions with a personal counselor, Anonymous Health empowers you to make healthier choices.

We can help you with behavioral habits such as video gaming, gambling, mobile phone or Internet use, compulsive sex, and shopping, or substance use like alcohol, cannabis, nicotine or tobacco, vaping, opioids or painkillers, stimulants, depressants and more.

Anonymous Health gives you a clear, actionable plan to reach your goals, and empowers you with the tools to help you manage triggers. We provide accountability and support to help you stay consistent in your day-to-day, and motivated to stick with your commitment long-term.

Some of our features include:
– Flexible counseling and medical appointments that suit your schedule
– Medication-assisted treatment
– Insurance support including employer plans, Medicaid, and Medicare
– Daily check-ins to help you stay on track
– Exercises to help you achieve the life you want, including powerful tools to manage problems, triggers, high-risk situations, depression and anxiety
– Support when you need it most, like when you’re tempted to use
– Coordination with local support groups
– Rewards as you progress through the program
– Maintenance mode that helps you maintain your goal once you’ve reached it",Anonymous Health,"10,000+",Patient support network,us,"['flexible counseling appointments', 'medication-assisted treatment', 'insurance support', 'daily check-ins', 'exercises for goal achievement', 'triggers management tools', 'support for high-risk situations', 'depression and anxiety management', 'coordination with local support groups', 'progress rewards', 'maintenance mode']","['flexible counseling appointment', 'medicationassisted treatment', 'insurance support', 'daily checkins', 'exercise goal achievement', 'trigger management tool', 'support highrisk situation', 'depression anxiety management', 'coordination local support group', 'progress reward', 'maintenance mode']","['support highrisk situation', 'trigger management tool', 'exercise goal achievement', 'depression anxiety management', 'maintenance mode', 'medicationassisted treatment', 'coordination local support group', 'insurance management', 'flexible counseling appointment', 'conduct daily checkins', 'progress reward']",2
